organism,count
"gi|631251420|ref|NR_112617.1| Panacagrimonas perspica strain Gsoil 142 16S ribosomal RNA, partial sequence",38
"gi|219878204|ref|NR_025343.1| Cystobacter ferrugineus strain Cb fe18 16S ribosomal RNA, partial sequence",38
"gi|343199009|ref|NR_044309.1| Steroidobacter denitrificans strain FS 16S ribosomal RNA, partial sequence",37
"gi|559795270|ref|NR_104861.1| Caldanaerobacter subterraneus strain DSM 13054 16S ribosomal RNA, partial sequence",37
"gi|566085594|ref|NR_109674.1| Reyranella soli strain KIS14-15 16S ribosomal RNA, partial sequence",37
"gi|672239049|ref|NR_125638.1| Bradyrhizobium valentinum strain LmjM3 16S ribosomal RNA, partial sequence",36
"gi|343201766|ref|NR_042492.1| Arenimonas composti TR7-09 = DSM 18010 16S ribosomal RNA, partial sequence",36
"gi|2363085081|ref|NR_180789.1| Aquabacterium terrae strain S2 16S ribosomal RNA, partial sequence",35
"gi|1109167956|ref|NR_144576.1| Ampullimonas aquatilis strain B15.09-116 16S ribosomal RNA, partial sequence",34
"gi|2363083185|ref|NR_179841.1| Hypericibacter terrae strain R5913 16S ribosomal RNA, partial sequence",34
"gi|631252066|ref|NR_113264.1| Conexibacter arvalis strain KV-962 16S ribosomal RNA, partial sequence",34
"gi|2621112289|ref|NR_189192.1| Vulcanimicrobium alpinum strain WC8-2 16S ribosomal RNA, partial sequence",33
"gi|2363087077|ref|NR_181794.1| Roseococcus microcysteis strain NIBR12 16S ribosomal RNA, partial sequence",33
"gi|219878404|ref|NR_025543.1| Thermoleophilum album strain HS-5 16S ribosomal RNA, partial sequence",33
"gi|1953646489|ref|NR_171393.1| Phenylobacterium parvum strain HYN0004 16S ribosomal RNA, complete sequence",33
"gi|631251365|ref|NR_112562.1| Variovorax ginsengisoli strain Gsoil 3165 16S ribosomal RNA, partial sequence",33
"gi|2363081999|ref|NR_179246.1| Chryseotalea sanaruensis strain Ys 16S ribosomal RNA, partial sequence",33
"gi|2221405526|ref|NR_175564.1| Rhodoferax aquaticus strain personal::Gr-4 16S ribosomal RNA, partial sequence",33
"gi|343200898|ref|NR_041585.1| Rhizobacter dauci strain H6 16S ribosomal RNA, partial sequence",33
"gi|2363081310|ref|NR_178899.1| Steroidobacter flavus strain CPCC 100154 16S ribosomal RNA, partial sequence",33
"gi|2363084330|ref|NR_180413.1| Elioraea thermophila strain YIM 72297 16S ribosomal RNA, complete sequence",32
"gi|444439692|ref|NR_075007.1| Citrifermentans bemidjiense Bem 16S ribosomal RNA, complete sequence",32
"gi|2962412310|ref|NR_199505.1| Terripilifer ovatus strain H3SJ34-1 16S ribosomal RNA, partial sequence",32
"gi|1779814832|ref|NR_164907.1| Phenylobacterium terrae strain YIM 730227 16S ribosomal RNA, complete sequence",32
"gi|645320373|ref|NR_117593.1| Caldanaerobacter subterraneus strain DSM 13054 16S ribosomal RNA, partial sequence",32
"gi|2363085376|ref|NR_180936.1| Luteolibacter luteus strain G-1-1-1 16S ribosomal RNA, partial sequence",32
"gi|645320200|ref|NR_117462.1| Melittangium lichenicola strain DSM 2275 16S ribosomal RNA, partial sequence",31
"gi|2363083725|ref|NR_180110.1| Hypericibacter adhaerens strain R5959 16S ribosomal RNA, partial sequence",31
"gi|1558439489|ref|NR_160537.1| Polyangium spumosum strain Pl sm5 16S ribosomal RNA, partial sequence",31
"gi|1269860148|ref|NR_029282.2| Rhodothermus marinus DSM 4252 strain R-10 16S ribosomal RNA, complete sequence",31
"gi|2363081188|ref|NR_178837.1| Variovorax gossypii strain JM-310 16S ribosomal RNA, partial sequence",31
"gi|2363082875|ref|NR_179686.1| Acidicapsa dinghuensis strain 4GSKX 16S ribosomal RNA, partial sequence",31
"gi|444439413|ref|NR_074728.1| Rhodothermus marinus DSM 4252 16S ribosomal RNA, partial sequence",31
"gi|636559753|ref|NR_115813.1| Edaphobacter modestus strain Jbg-1 16S ribosomal RNA, partial sequence",30
"gi|470466352|ref|NR_074116.1| Dehalococcoides mccartyi 195 16S ribosomal RNA, partial sequence",30
"gi|1779814848|ref|NR_164923.1| Flavitalea flava strain AN120636 16S ribosomal RNA, partial sequence",30
"gi|848212582|ref|NR_132289.1| Aquihabitans daechungensis strain CH22-21 16S ribosomal RNA, partial sequence",30
"gi|2363083002|ref|NR_179749.1| Methylibium rhizosphaerae strain C1-9 16S ribosomal RNA, partial sequence",30
"gi|636559017|ref|NR_115074.1| Telmatobacter bradus strain TPB6017 16S ribosomal RNA, partial sequence",30
"gi|228719712|ref|NR_027584.1| Acidimicrobium ferrooxidans strain DSM 10331 16S ribosomal RNA, partial sequence",30
"gi|343200153|ref|NR_040840.1| Pelotomaculum thermopropionicum SI 16S ribosomal RNA, partial sequence",30
"gi|636559008|ref|NR_115065.1| Chthonomonas calidirosea T49 16S ribosomal RNA, partial sequence",30
"gi|2221405293|ref|NR_175460.1| Paraburkholderia silviterrae strain personal::4 M-K11 16S ribosomal RNA, partial sequence",29
"gi|1033657144|ref|NR_137234.1| Paraburkholderia humisilvae strain Y-12 16S ribosomal RNA, partial sequence",29
"gi|2363084673|ref|NR_180585.1| Pseudoduganella guangdongensis strain DS3 16S ribosomal RNA, partial sequence",29
"gi|444304259|ref|NR_074685.1| Pelotomaculum thermopropionicum SI 16S ribosomal RNA, partial sequence",29
"gi|566085547|ref|NR_109617.1| Nevskia persephonica strain G6M-30 16S ribosomal RNA, partial sequence",29
"gi|2136551632|ref|NR_173636.1| Citreicoccus inhibens strain M34 16S ribosomal RNA, complete sequence",29
"gi|343198675|ref|NR_043249.1| Denitratisoma oestradiolicum strain AcBE2-1 16S ribosomal RNA, partial sequence",29
"gi|645320536|ref|NR_117719.1| Streptococcus oralis subsp. dentisani strain 7747 16S ribosomal RNA, partial sequence",29
"gi|1237084016|ref|NR_042754.2| Geothermobacter ehrlichii strain SS015 16S ribosomal RNA, partial sequence",29
"gi|2363085913|ref|NR_181209.1| Nisaea sediminum strain NBU1469 16S ribosomal RNA, partial sequence",29
"gi|2363082707|ref|NR_179601.1| Ornithinibacillus massiliensis strain Marseille-P3601 16S ribosomal RNA, partial sequence",29
"gi|2363085581|ref|NR_181043.1| Corallococcus silvisoli strain c25j21 16S ribosomal RNA, partial sequence",28
"gi|2180566467|ref|NR_174307.1| Arthrobacter zhaoguopingii strain J391 16S ribosomal RNA, partial sequence",28
"gi|343200104|ref|NR_040791.1| Prosthecomicrobium pneumaticum strain 3a 16S ribosomal RNA, partial sequence",28
"gi|1199303387|ref|NR_147738.1| Occallatibacter riparius strain 277 16S ribosomal RNA, partial sequence",28
"gi|343198971|ref|NR_044205.1| Dethiobacter alkaliphilus AHT 1 16S ribosomal RNA, partial sequence",28
"gi|636560211|ref|NR_116271.1| Hydrocarboniphaga daqingensis strain B2-9 16S ribosomal RNA, partial sequence",28
"gi|1779814859|ref|NR_164934.1| Cupriavidus lacunae strain S23 16S ribosomal RNA, partial sequence",28
"gi|645320788|ref|NR_117910.1| Blastochloris viridis strain DSM 133 16S ribosomal RNA, partial sequence",27
"gi|343201603|ref|NR_042329.1| Corallococcus coralloides strain M2 16S ribosomal RNA, partial sequence",27
"gi|2363085193|ref|NR_180845.1| Rugamonas rivuli strain FT103W 16S ribosomal RNA, partial sequence",27
"gi|659364440|ref|NR_121678.1| Desulfuromonas acetoxidans strain DSM 684 16S ribosomal RNA, partial sequence",27
"gi|343205579|ref|NR_043921.1| Piscinibacter aquaticus strain IMCC1728 16S ribosomal RNA, partial sequence",27
"gi|2363085694|ref|NR_181099.1| Paraflavitalea devenefica strain X16 16S ribosomal RNA, partial sequence",27
"gi|343201055|ref|NR_041742.1| Legionella pneumophila subsp. pascullei strain U8W 16S ribosomal RNA, partial sequence",27
"gi|343198990|ref|NR_044259.1| Elioraea tepidiphila DSM 17972 strain TU-7 16S ribosomal RNA, partial sequence",27
"gi|219857381|ref|NR_024969.1| Legionella waltersii strain 2074-AUS-E 16S ribosomal RNA, partial sequence",27
"gi|1864207092|ref|NR_169386.1| Planifilum caeni strain GIESS004 16S ribosomal RNA, partial sequence",27
"gi|1000372665|ref|NR_135209.1| Silvibacterium bohemicum strain S15 16S ribosomal RNA, partial sequence",27
"gi|2363086478|ref|NR_181493.1| Dawidia soli strain PWU37 16S ribosomal RNA, complete sequence",27
"gi|2621112356|ref|NR_189260.1| Aurantibacillus circumpalustris strain Swamp196 16S ribosomal RNA, partial sequence",26
"gi|1315204035|ref|NR_152705.1| Paraburkholderia pallidirosea strain DHOK13 16S ribosomal RNA, partial sequence",26
"gi|343198907|ref|NR_043981.1| Desulfocurvus vexinensis DSM 17965 strain VNs36 16S ribosomal RNA, partial sequence",26
"gi|2363083927|ref|NR_180212.1| Paraflavitalea soli strain 5GH32-13 16S ribosomal RNA, complete sequence",26
"gi|2363085191|ref|NR_180844.1| Pseudoduganella rivuli strain FT92W 16S ribosomal RNA, partial sequence",26
"gi|219856891|ref|NR_024710.1| Roseateles saccharophilus strain DSM 654 16S ribosomal RNA, partial sequence",26
"gi|343201255|ref|NR_041981.1| Kofleria flava strain Pl vt1 16S ribosomal RNA, partial sequence",26
"gi|2363082276|ref|NR_179385.1| Streptococcus toyakuensis strain TP1632 16S ribosomal RNA, partial sequence",26
"gi|2363082282|ref|NR_179388.1| Faecalibacterium hattorii strain APC922/41-1 16S ribosomal RNA, partial sequence",26
"gi|444304093|ref|NR_074517.1| Heliomicrobium modesticaldum Ice1 16S ribosomal RNA, partial sequence",25
"gi|566085546|ref|NR_109616.1| Nevskia aquatilis strain F2-63 16S ribosomal RNA, partial sequence",25
"gi|645322563|ref|NR_119284.1| Clostridium thermosuccinogenes strain DSM 5807 16S ribosomal RNA, partial sequence",25
"gi|2282568583|ref|NR_176987.1| Gloeobacter morelensis strain MG652769 16S ribosomal RNA, complete sequence",25
"gi|2463901633|ref|NR_184590.1| Undibacter mobilis strain GY_H 16S ribosomal RNA, partial sequence",25
"gi|2363084485|ref|NR_180490.1| Bradyrhizobium diversitatis strain CNPSo 4019 16S ribosomal RNA, partial sequence",25
"gi|343204735|ref|NR_043811.1| Variovorax soli strain GH9-3 16S ribosomal RNA, partial sequence",25
"gi|1269801495|ref|NR_102489.2| Bradyrhizobium oligotrophicum S58 16S ribosomal RNA, complete sequence",25
"gi|2363083694|ref|NR_180095.1| Acidisarcina polymorpha strain SBC82 16S ribosomal RNA, partial sequence",25
"gi|1199303401|ref|NR_147752.1| Egibacter rhizosphaerae strain EGI 80759 16S ribosomal RNA, partial sequence",25
"gi|343200253|ref|NR_040940.1| Planifilum fimeticola strain H0165 16S ribosomal RNA, partial sequence",25
"gi|2136551624|ref|NR_173628.1| Thiospirillum jenense strain DSM 216 16S ribosomal RNA, partial sequence",25
"gi|343200698|ref|NR_041385.1| Sulfurivirga caldicuralii strain MM1 16S ribosomal RNA, partial sequence",24
"gi|310975027|ref|NR_036891.1| Holophaga foetida strain TMBS4 16S ribosomal RNA, partial sequence",24
"gi|1150406772|ref|NR_146026.1| Tellurimicrobium multivorans strain Ac_18_E7 16S ribosomal RNA, partial sequence",24
"gi|2363085338|ref|NR_180917.1| Methylocystis silviterrae strain FS 16S ribosomal RNA, partial sequence",24
"gi|1953646644|ref|NR_171477.1| Stenotrophobium rhamnosiphilum strain GT1R17 16S ribosomal RNA, partial sequence",24
"gi|2962412350|ref|NR_199545.1| Streptococcus mitis subsp. carlssonii strain SK608 16S ribosomal RNA, partial sequence",24
"gi|2363085484|ref|NR_180991.1| Lysobacter gilvus strain HX-5-24 16S ribosomal RNA, partial sequence",24
"gi|219846484|ref|NR_026076.1| Citrifermentans bremense strain Dfr1 16S ribosomal RNA, partial sequence",23
"gi|1227086018|ref|NR_148573.1| Nitrospira lenta strain BS10 16S ribosomal RNA, partial sequence",23
"gi|974142236|ref|NR_134756.1| Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",23
"gi|2363084252|ref|NR_180375.1| Ktedonosporobacter rubrisoli strain SCAWS-G2 16S ribosomal RNA, partial sequence",23
"gi|2363086782|ref|NR_181648.1| Paraburkholderia acidicola strain ATCC 31363 16S ribosomal RNA, complete sequence",23
"gi|343202692|ref|NR_043106.1| Alloalcanivorax dieselolei strain B-5 16S ribosomal RNA, partial sequence",23
"gi|645321369|ref|NR_118351.1| Nitrolancea hollandica Lb 16S ribosomal RNA, partial sequence",22
"gi|444303960|ref|NR_074383.1| Anaerolinea thermophila strain UNI-1 16S ribosomal RNA, partial sequence",22
"gi|586661744|ref|NR_044869.2| Bradyrhizobium lupini strain DSM 30140 16S ribosomal RNA, partial sequence",22
"gi|343199051|ref|NR_044429.1| Geoalkalibacter subterraneus strain Red1 16S ribosomal RNA, partial sequence",22
"gi|631251954|ref|NR_113152.1| Alistipes putredinis strain JCM 16772 16S ribosomal RNA, partial sequence",22
"gi|507147969|ref|NR_102776.1| Syntrophus aciditrophicus strain SB 16S ribosomal RNA, partial sequence",22
"gi|699005313|ref|NR_126182.1| Labilithrix luteola strain B00002 16S ribosomal RNA, partial sequence",22
"gi|2363082475|ref|NR_179484.1| Metabacillus schmidteae strain Marseille-P9898 16S ribosomal RNA, partial sequence",22
"gi|2363080201|ref|NR_178324.1| Paraburkholderia caballeronis strain TNe-841 16S ribosomal RNA, partial sequence",22
"gi|2180566351|ref|NR_174227.1| Cutibacterium modestum strain M12 16S ribosomal RNA, partial sequence",22
"gi|343202694|ref|NR_043109.1| Alloalcanivorax balearicus MACL04 16S ribosomal RNA, partial sequence",22
"gi|343201081|ref|NR_041768.1| Methylibium petroleiphilum PM1 16S ribosomal RNA, partial sequence",21
"gi|1270533057|ref|NR_102512.2| Myxococcus stipitatus strain DSM 14675 16S ribosomal RNA, complete sequence",21
"gi|2363087279|ref|NR_181895.1| Rhabdothermincola salaria strain EGI L10124 16S ribosomal RNA, partial sequence",21
"gi|343205357|ref|NR_043890.1| Paraburkholderia ferrariae strain FeGl01 16S ribosomal RNA, partial sequence",21
"gi|636560491|ref|NR_116551.1| Desulfocurvus vexinensis DSM 17965 strain VNs36 16S ribosomal RNA, partial sequence",21
"gi|444303860|ref|NR_074282.1| Gloeobacter violaceus PCC 7421 16S ribosomal RNA, complete sequence",21
"gi|1040566998|ref|NR_137347.1| Sulfurifustis variabilis strain skN76 16S ribosomal RNA, partial sequence",21
"gi|343201605|ref|NR_042331.1| Corallococcus macrosporus strain DSM 14697 16S ribosomal RNA, partial sequence >gi|636558660|ref|NR_114717.1| Corallococcus macrosporus strain Cc m8 16S ribosomal RNA, partial sequence",21
